city,province,latitude,longitude
NEW ALBANY,OH,38.285625,-85.824131
SOCORRO,TX,34.057286,-106.89308
FARGO,ND,46.877229,-96.789821
FORT PIERCE,FL,27.446706,-80.325606
NISKU,AB,53.333333,-113.533333
PALMETTO,FL,27.521427,-82.572319
NORWOOD,MA,42.194543,-71.199498
CHARLESTON,TN,32.788436,-79.939931
GLOUCESTER,NJ,51.86537,-2.245819
"ORANGE COVE,",CA,36.624394,-119.31373
NOVI,MI,42.451762,18.536752
FALL RIVER,MA,41.701064,-71.154637
ELKTON,FL,43.663051,-92.708638
CENTREPORT,MB,-31.43146,152.908691
MEDINA,NY,29.283628,-99.112683
ELYRIA,OH,41.367319,-82.107358
ABBOTSFORD,WI,49.052116,-122.329479
WYANDOTTE,MI,39.109046,-94.767624
TAYLOR,MI,32.279312,-99.881261
SANGER,CA,33.363171,-97.173903
MOBILE,AL,30.691346,-88.043751
BONNYVILLE,AB,54.431632,-110.58263
ENNIS,TX,52.843515,-8.983747
NASHVILLE,TN,36.162277,-86.774298
EDDYSTONE,PA,39.860112,-75.344356
"LONDON,",ON,51.507446,-0.127765
ITASCA,IL,47.496834,-93.622566
FROSTPROOF,FL,27.745863,-81.530631
BOYLE,AB,54.5873,-112.8034
BERLIN,MA,52.510885,13.398937
ELK POINT,AB,42.686075,-96.68271
SAINT MICHAEL,MN,13.118298,-59.601578
SPRINGVILLE,UT,42.060208,-91.443379
SPOKANE,WA,47.657193,-117.42351
WASHINGTON COURT HOUSE,OH,39.536451,-83.439084
NORTH BALTIMORE,OH,41.183002,-83.707572
GRAND RAPIDS,MI,42.963242,-85.667864
ANDOVER,MA,45.233298,-93.291341
"LANGLEY, BC",BC,49.103929,-122.657047
IRMA,AB,45.771317,10.284168
ROCHESTER,NY,43.157285,-77.615214
GUILDERLAND CENTER,NY,42.702022,-73.966237
LORAIN,OH,41.263355,-82.173475
FORT MCMURRAY,AB,56.7292,-111.388522
MILWAUKEE,WI,43.038648,-87.909075
CENTRAL FALLS,RI,41.887373,-71.387647
COLD LAKE,AB,54.46046,-110.192871
WABASCA-DESMARAIS,AB,55.968724,-113.835587
HARDISTY,AB,52.669601,-111.309379
BASHAW,AB,52.583333,-112.966667
INNISFREE,AB,53.380397,-111.530185
VALLEYVIEW,AB,55.066667,-117.283333
REGINA,AB,50.447973,-104.615876
ROBINSON,IL,31.467669,-97.114723
PITTSTON,PA,41.325913,-75.78936
TETLA,TLA,19.440556,-98.103333
BUSHELL PARK,SK,50.340744,-105.552713
MILTON,PA,42.250143,-71.065573
WARBURG,AB,51.488653,9.148839
WAINWRIGHT,AB,52.823686,-110.663982
SADDLE LAKE,AB,53.969145,-111.68872
FALUN,AB,52.9598,-113.8253
MYRNAM,AB,53.658988,-111.227926
AURORA,IL,41.75717,-88.314754
PHILADELPHIA,PA,39.952724,-75.163526
DOVER,DE,51.125127,1.313423
ST ANNE,MB,41.0252,-87.71338
HOMESTEAD,FL,25.471895,-80.47599
RED WATER,AB,53.9520,-113.1089
MACOMB,MI,42.674119,-82.902901
KIMBERLEY,BC,-28.738301,24.764225
MISSOULA,MT,46.870105,-113.995267
WEST CHESTER,OH,39.959721,-75.605964
NEOSHO,MO,37.556635,-95.33166
THORSBY,AB, 53.2272,-114.0480
MILLET,AB,53.0907,-113.4685
VERMILLION,AB,39.876363,-87.463567
DODGE CITY,KS,37.752798,-100.017079
FORT MORGAN,CO,40.250258,-103.799951
LANGLEY,BC,48.360465,6.325826
LA PORTE,IN,29.665784,-95.019373
ALDER FLATS,AB,52.931756,-114.959071
SPENCER,WV,38.028881,-86.997645
BROOKSHIRE,TX,29.786064,-95.951066
OMAHA,NE,41.258746,-95.938376
QUINCY,IL,42.250991,-71.003737
HATCH,NM,52.116912,-0.310976
MONT-ST-HILAIRE,QC,45.562351,-73.191886
SALINAS VICTORIA,NL,26.121681,-100.327088
HOLDEN,AB,64.077084,10.942504
BRETON,AB,53.112686,-114.471884
APODACA,NL,25.781654,-100.18875
CLANDONALD,AB,53.571536,-110.717053
PASSAIC,NJ,41.046186,-74.317793
SILAO,GUA,25.095218,85.459437
JALISCO,MEX,20.333333,-103.666667
LAKEVILLE,MN,44.650051,-93.243279
HOPKINS,MN,33.136825,-95.565658
REDCLIFF,AB,50.084944,-110.784964
FORESTBERG,AB,52.5836,-112.063
BROWNSTOWN,MI,38.995878,-88.952839
EVANSVILLE,WY,37.970495,-87.571564
SERGEANT BLF,IA,42.402981,-96.358841
REESE,MI,43.450579,-83.696353
NEW WESTMINSTER,BC,49.206773,-122.910882
LAFAYETTE,IN,30.226219,-92.01782
BRIARWOOD,ND,38.278126,-85.593016
KIRKWD VRHES,NJ,39.8312,-74.9913
MARTIN,MI,32.267504,-101.919032
OAKLAND,CA,37.804456,-122.271356
AJAX,ON,43.850529,-79.020881
LACHINE,QC,45.435114,-73.683799
VULCAN,AB,45.374864,23.294087
CHILTON,WI,32.852257,-86.703284
HIGHLAND,WI,57.506636,-5.003837
SELKIRK,MB,50.146986,-96.880188
CALEXICO,CA,32.666813,-115.496375
ANJOU,QC,45.3462,4.88149
MARSHFIELD,WI,44.668852,-90.171799
ELK GROVE,CA,38.408799,-121.371618
MAPLETON,MN,42.165815,-95.793334
MISSISSUAGA,ON,43.5853,-79.645
LACOMBE,AB,54.4682,-113.7305
MIRA LOMA,CA,33.982086,-117.515351
LIVELY,ON,46.4366,-81.1466
KAUKAUNA,WI,44.278043,-88.27205
MARKESAN,WI,43.707319,-88.990069
FILLMORE,UT,43.646659,-92.063636
AIRDRIE,AB,51.28597,-114.01062
MONTREAL,QC,45.503182,-73.569806
MARSEILLES,IL,41.330867,-88.708129
ST-LAURENT,QC,43.3253,0.79977
SAN DIMAS,CA,34.10654,-117.806936
REDDEER COUNTY,AB,43.163628,-76.229136
ATHENS,WI,33.959768,-83.376398
SAN BERNARDINO,CA,34.825302,-116.083314
INDEPENDENCE,OR,39.092479,-94.413792
SHERWOOD PARK,AB,53.525696,-113.296631
SHULLSBURG,WI,42.572948,-90.230885
DETROIT LAKES,MN,46.817181,-95.845325
PRINCETON,IL,40.349695,-74.659738
PORTAGE LA PRAIRI,MB,49.9731,-98.2925
CERRITOS,CA,33.864429,-118.053932
BURBANK,CA,34.181209,-118.307201
MONTREAL,ON,45.503182,-73.569806
INDIAN HEAD,SK,50.533333,-103.666667
OTTAWA,ON,45.420878,-75.690111
CHARLOTTE,IA,35.227209,-80.843083
LEDUC,AB,53.260782,-113.551168
MORINVILLE,AB,53.800928,-113.650662
OSHAWA,ON,43.897556,-78.863532
WOODLAND,CA,38.678611,-121.773329
VIRGIL,IL,41.955861,-88.537305
BLACKFALDS,AB,52.383333,-113.8
LE GARDEUR,QC,45.75106,-73.47022
GRAND TERRACE,CA,34.033903,-117.313654
COBB,WI,33.937395,-84.573201
DURAND,WI,42.435891,-89.33195
DARLINGTON,WI,54.524208,-1.555581
COLUMBUS,MN,39.96226,-83.000707
VERMILION,AB,40.174981,-87.732386
RICHMOND,UT,41.9227,-111.8136
DENTON,TX,33.215039,-97.133052
PINCHER CREEK,AB,49.489631,-113.947147
SIMI VALLEY,CA,34.26774,-118.753807
COLBY,WI,44.561187,-69.658458
"QUEBEC,",QC,52.476089,-71.825867
WAUSAU,WI,44.959786,-89.627279
COALINGA,CA,36.139678,-120.36015
DENMARK TOWNSHIP,MN,43.436319,-83.639782
PORTAGE,MI,41.149678,-81.2082
BATTLE CREEK,MI,42.319255,-85.182427
BRANFORD,ON,41.279541,-72.815099
PORTLAND,OR,45.520247,-122.674194
"EDMONTON,",AB,53.546205,-113.491241
GOODHUE,MN,44.396973,-92.717563
HILDAGO,TX,38.59571,-109.782743
HOLLAND LANDING,ON,44.10151,-79.491477
GRANDE PRAIRIE,AB,55.17108,-118.794987
STRATFORD,WI,51.541289,-0.003547
PINE RIVER,WI,46.718016,-94.404162
COLUSA,CA,39.146558,-122.220956
TBA,TX,51.746562,7.902204
LEVIS,QC,47.65361,3.325426
SPENCER,IA,38.028881,-86.997645
SAINT HUBERT,QC,49.222747,6.333195
STEINBACH,MB,49.5303,-96.6912
TWIN LAKES,MI,43.559678,-93.422989
HAYWARD,CA,37.668821,-122.080796
DUTTON,MT,34.610918,-85.91692
ONOWAY,AB,53.706665,-114.18829
FORT SASKATCHEWAN,AB,53.712857,-113.214894
"CALGARY,",AB,51.045606,-114.057541
LLOYDMINSTER,AB,53.281667,-109.986339
PENSE,SK,50.415938,-104.982858
RICHMOND HILL,ON,43.880117,-79.439292
DES MOINES,IA,41.586865,-93.624949
RED DEER COUNTY,AB,52.104022,-113.767473
BOUCHERVILLE,QC,45.60502,-73.452614
WATERLOO,ON,42.498275,-92.332874
VISTA,CA,33.202128,-117.242479
OTAY MESA,CA,32.562883,-116.987834
ETOBOCOKE,ON,43.6205,-79.5132
ST-LOUIS SUR RICHELIEU,QC,45.8532,-72.9782
AMHERST JUNCTION,WI,44.468863,-89.312614
SAINT CONSTANT,"QC,",45.732166,0.346288
SAINT LEONARD,QC,50.688814,1.627086
LAS VEGAS,NV,36.167256,-115.148516
VARENNES,QC,50.049134,2.53471
SAINT LAURENT,QC,43.3253,0.79977
PULASKI,WI,37.231423,-89.118343
SAINT CONSTANT,QC,45.732166,0.346288
WORTHINGTON,IA,43.620506,-95.595643
RUTHVEN,ON,43.129132,-94.899153
GRAND PRAIRIE,AB,32.745964,-96.997785
OAKDALE,CA,44.985624,-92.964579
OKLAHOMA CITY,OK,35.472989,-97.517054
WOLF POINT,MT,48.090574,-105.640557
SEAGOVILLE,TX,32.644792,-96.541861
STREETSVILLE,ON,43.57619,-79.708974
INNISFAIL,AB,-17.524172,146.031142
SAINT-ALBAN,QC,43.692321,1.413577
ROSEMOUNT,MN,44.739187,-93.12611
PICKERING,ON,43.835765,-79.090576
PHOENIX,AZ,33.448437,-112.074141
TOPEKA,KS,39.049011,-95.677556
DENVER,CO,39.739236,-104.984862
PRAIRIE VIEW,TX,30.085792,-95.990706
SAINT ALBERT,AB,46.000362,-72.088512
BRYANT,WI,40.466151,-90.091785
DUBLIN,TX,53.349379,-6.260559
SUNNYVALE,CA,37.36883,-122.036349
ROME,NY,41.89332,12.482932
EL DORADO,CA,38.757414,-120.527613
BLAINVILLE,QC,45.67932,-73.87619
CECIL,WI,39.572943,-75.938181
SACRAMENTO,CA,38.581061,-121.493895
DUCHESS,AB,50.730567,-111.905531
HALTON HILLS,ON,43.64701,-80.017604
ETOBICIKE,ON,43.6205,-79.5132
CALMAR,AB,56.662883,16.366238
DEVRNS,MA,42.5455,-71.6139
LATHROP,CA,37.822705,-121.27661
WHITTIER,CA,33.974914,-118.033866
GEORGETOWN,ON,6.813743,-58.162447
MANSFIELD,MA,53.144379,-1.196416
EARLSBORO,OK,35.267573,-96.803354
COMANCHE,OK,31.913017,-98.527388
DALLAS,TX,32.776272,-96.796856
BROWNSBURG,IN,39.843695,-86.397012
MIAMI,OK,25.774173,-80.19362
DOUGLAS,MA,39.762842,-88.217052
BURNABY,BC,49.24338,-122.972545
VANCOUVER,BC,49.260872,-123.113952
SAN NICOLAS,NL,16.07035,120.762471
MARKHAM,ON,43.856371,-79.337682
MONTREAL,PQ,45.503182,-73.569806
ST LAURENT,QC,43.3253,0.79977
VAUGHAN,ON,43.794154,-79.526802
SILAO,GJ,25.095218,85.459437
TULSA,OK,36.156312,-95.992752
STANFORD,MT,37.427467,-122.170244
OGDEN,UT,41.223005,-111.973843
SURING,WI,44.999155,-88.372046
EUREKA,CA,40.790687,-124.167375
MAPLE CREEK,SK,49.905692,-109.480022
CLAIRMONT,AB,55.262328,-118.790671
REDWOOD CITY,CA,37.486324,-122.232523
PEORIA,IL,40.693861,-89.589101
VEGREVILLE,AB,53.5,-112.05
NORTH LITTLE ROCK,AR,34.769536,-92.267094
WEST HATFIELD,MA,42.370922,-72.637034
ANJOU,PQ,45.3462,4.88149
ASHEBORO,NC,35.707915,-79.813645
ROCK CITY,IL,37.850236,-121.93407
WALLACEBURG,ON,33.893166,-93.547401
NEEDHAM HEIGHTS,MA,42.293443,-71.235971
WELLS,NV,51.209451,-2.64512
SACRMENTO,CA,33.367025,-80.325704
TIPTON,IN,40.289915,-86.058442
CARSON,CA,35.363656,-101.33539
SULPHUR SPRINGS,TX,33.138489,-95.601014
BROOKLYN PARK,MN,45.100481,-93.344358
ST CLOUD,MN,45.561608,-94.1642
DUBUQUE,IA,42.500624,-90.664799
ENFIELD,CT,41.978939,-72.575511
CROMWELL,MN,41.039883,-94.462981
WEST BEND,WI,43.425278,-88.183428
QUEENSVILLE,ON,45.725113,-61.35759
GONZALES,TX,29.443655,-97.510864
GREENSBURG,KS,40.301458,-79.538929
WOODBURN,OR,45.143731,-122.855373
POSEYVILLE,IN,38.170044,-87.783083
ALBUQUERQUE,NM,35.084103,-106.650985
SANDUSKY,OH,41.295156,-83.155544
SWANSEA,MA,51.619596,-3.945925
TYLER,TX,32.35126,-95.301062
CASTLEGAR,BC,49.316171,-117.663574
COATICOOK,QC,45.133417,-71.803479
WHITEHORSE,YT,60.721571,-135.054932
CORPUS CHRISTI,TX,27.76353,-97.403319
VESPER,WI,44.48332,-89.967898
HASTINGS,NE,50.855389,0.58247
ST CONSTANT,QC,45.732166,0.346288
ROME,GA,41.89332,12.482932
DUBLIN,CA,53.349379,-6.260559
HILLSBORO,WI,45.522894,-122.989827
TIJUANA,BC,32.53174,-117.019529
GRAND MARSH,WI,43.886918,-89.706236
NORTH SIOUX,SD,46.065472,-100.978187
KINGS MOUNTAIN,NC,35.245061,-81.341052
YORK,PA,53.959055,-1.081536
SAN FERNANDO,CA,36.464667,-6.198349
SAINT-JEROME,QC,46.018854,5.45926
CARLETON,MI,46.394084,-67.491134
RED OAK,IA,32.51171,-96.808363
EUSTIS,FL,28.852767,-81.685353
GALESBURG,MI,40.947565,-90.371217
FORT LUPTON,CO,40.084705,-104.813027
SALEM,UT,44.939157,-123.033121
BALAMORHEA,TX,30.9843,-103.7446
COLOMBIA,NL,4.099917,-72.908813
TIJUANA,BS,32.53174,-117.019529
VIROQUA,WI,43.556917,-90.888741
ELK GROVE VILLAGE,IL,42.008798,-87.941461
METHUEN,MA,42.726202,-71.190892
SCOTTSVILLE,KY,32.540428,-94.238247
MINNEAPOLIS,MN,44.9773,-93.265469
DURHAM,NC,54.666667,-1.75
EAST BOSTON,MA,42.371818,-71.028151
CANBY,OR,44.708853,-96.276434
OKLAHOMA,OK,34.955082,-97.268406
EASTVALE,CA,33.974707,-117.566541
MORROW,GA,40.457436,-82.777166
EAST CANTON,OH,40.787281,-81.28261
WEYAUWEGA,WI,44.32137,-88.933723
BURLESON,TX,30.476488,-96.635349
INVERMERE,BC,50.504853,-116.030206
CUYAHOGA FALLS,OH,41.136273,-81.482812
MONCTON,NB,46.098568,-64.800427
PACOIMA,CA,34.262502,-118.427027
SHERWOOD,OR,34.815091,-92.224315
INDIANAPOLIS,IN,39.768333,-86.15835
CANDIAC,QC,45.386795,-73.516382
"ACHESON,",AB,40.195072,-80.451178
SCHERTZ,TX,29.564162,-98.26957
SKOKIE,IL,42.026297,-87.752107
MONTREAL-NORD,QC,45.593899,-73.637606
HIGH LEVEL,AB,58.511536,-117.143876
FORT ST JOHN,BC,56.252404,-120.846943
SPRINGFIELD,MO,39.799017,-89.643957
MONTERREY,NL,25.680202,-100.315258
SOUTH DENNIS,MA,41.689555,-70.156408
GILROY,CA,37.006508,-121.563172
MORGAN HILL,CA,37.130408,-121.654497
HAMPTON,ON,37.026441,-76.344285
PROVIDENCE,RI,41.823989,-71.412834
FOREST PARK,IL,41.879499,-87.8137
GRAFTON WI,WI,43.319727,-87.953423
COLEMAN,WI,31.776686,-99.44611
FORTH WORTH,TX,42.660677,-82.899782
ALTOONA,IA,40.518681,-78.394736
COLONIA AGRICIL,DF,25.10972,-107.94472
SPRING GREEN,WI,43.176937,-90.068048
ST-HYACINTHE,QC,45.627484,-72.940636
POWAY,CA,32.962823,-117.035864
FORT DAVIS,TX,30.589164,-103.894959
CARROLLTON,TX,32.953735,-96.890282
FLETCHER,NC,44.683404,-72.914226
MADISON,WI,43.074761,-89.383761
RANCHO CORDOVA,CA,38.589072,-121.302728
TIJUANA,BJ,32.53174,-117.019529
NIPIGON,ON,49.015592,-88.261066
LONDON,KY,51.507446,-0.127765
NOBLESVILLE,IN,40.045592,-86.008595
HUGO,MN,45.159967,-92.993273
SPRINGFIELD,OH,39.799017,-89.643957
EDGERTON,AB,43.872468,-96.128637
GREENBAY,WI,-34.146212,18.887391
KIMPER,KY,37.497048,-82.350422
AURORA,CO,41.75717,-88.314754
MARSHALL,WI,42.037813,-92.99157
SUN PRAIRIE,WI,43.183458,-89.213436
VILLAHERMOSA,TA,17.988466,-92.936633
PHAR,TX,24.675411,88.302248
ELGIN,IL,42.03726,-88.281099
COLUMBIA STATION,OH,49.204818,-122.906133
MONTICELLO,MN,42.617236,8.954627
MCLEAN,IL,40.463179,-88.819661
COALDALE,AB,38.365553,-105.757784
TOLUCA,MX,19.292545,-99.656901
HOOPESTON,IL,40.467259,-87.668357
DARBY,PA,39.918446,-75.259072
HODGKINS,IL,41.768921,-87.857835
CD JUAREZ,CI,19.43327,-99.147684
GOMEZ PALACIO,DG,25.573247,-103.494779
BURNSVILLE,MN,44.767057,-93.277389
CAUTITLAN IZCA,EM,19.64388,-99.21598
LASALLE MONTREAL,QC,45.432514,-73.629267
OWATONNA,MN,44.083994,-93.226108
FARMINGTON,MN,44.640243,-93.14355
REVELSTOKE,BC,50.998045,-118.195671
SPRINGFIELD,MA,39.799017,-89.643957
MEXICO,DF,19.43263,-99.133178
"GIDDINGS,",TX,30.18305,-96.936611
WIMINGTON,CA,33.7912,-118.2633
MADISONVILLE,TX,30.949869,-95.912777
PENDLETON,SC,38.691461,-84.368914
MOORESVILLE,IN,35.58486,-80.810072
PICO RIVERA,CA,33.983069,-118.096735
HOLLY,MI,42.791973,-83.627725
YELLOWKNIFE,NT,62.454081,-114.377385
ROCKAWAY,NJ,40.90121,-74.514323
ST LEONARD,QC,51.781417,-0.303503
RICHMOND,CA,37.9358,-122.3477
MARATHON,WI,44.891404,-89.77481
DOUGLAS,GA,39.762842,-88.217052
ORIENT,OH,21.827072,83.909987
EL SUGUNDO,CA,33.9192,-118.4165
HENDERSON,CO,32.182598,-95.789318
CEDAR RAPIDS,IA,41.975887,-91.670405
HOWARD,PA,32.304783,-101.427109
JOHNSROWN,NY,43.0067,-74.3676
GLENCOE,MN,42.135027,-87.758119
HILLSBORO,ND,45.522894,-122.989827
YAMHILL,OR,45.22984,-123.218041
MILWUAKEE,WI,43.0389,-87.9065
ST MADELEINE,QC,56.95076,24.103814
WOODSTOCK,ON,42.314753,-88.44743
REXDALE,ON,43.721362,-79.565513
MONTGOMERY,IL,32.366966,-86.300648
AUSTIN,MN,30.271129,-97.7437
STUART,FL,41.503321,-94.318574
THUNDER BAY NORTH,ON,48.435513,-89.216558
THORP,WI,44.961078,-90.799859
HUNTIGRON BEACH,CA,33.6595,-117.9988
SAKATOON,SK,52.1579,-106.6702
HUBBARD,OR,47.113827,-94.942768
LINCOLN,NE,40.808886,-96.707775
SOUTH ST PAUL,MN,44.890669,-93.037281
CHILLIWACK,BC,49.170979,-121.95255
MONTROSE,CO,38.437539,-108.240386
SCHENECTADY,NY,42.814243,-73.939569
AYR,ON,55.462804,-4.63025
NEW BERLIN,WI,42.976453,-88.109039
NEW HAMPTON,IA,43.059421,-92.318116
TEMPE,AZ,33.425512,-111.940016
MC BAIN,MI,33.885061,-118.36192
COBURG,OR,50.258223,10.964561
LINDON,UT,40.343286,-111.72076
SAINT-LEONARD,QC,50.688814,1.627086
UTICA,MI,43.100903,-75.232664
OWEN,WI,38.530319,-84.819254
KINSTON,NC,35.262664,-77.581635
WESTFIELD,IN,42.120541,-72.748916
ST. THOMAS,ON,18.342908,-64.9189
BALGONIE,SK,50.489276,-104.266906
NELSON,BC, 49.4928,-117.2948
"FRESNO,",CA,36.739442,-119.78483
UNION CITY,CA,40.779545,-74.023751
KINGSVILLE ONTARIA,ON,42.0379,-82.7396
LE CENTER,MN,44.38941,-93.730234
"VERSAILLES,",KY,48.804425,2.120285
STEVENSBURG,VA,39.300932,-79.795624
CALGARY,CA,51.045606,-114.057541
STE-MAUGUERITE MERCIER,QC,46.029999,-74.050003
MOLTON,ON,45.890724,0.244336
CHANDLER,AZ,33.306203,-111.841185
CLEAR LAKE,IA,43.137075,-93.381364
DUART,ON,34.7935,-78.8178
FRANKLIN PK,IL,41.935308,-87.865618
ARLINGTON,TX,32.735582,-97.107119
JEFFERSON,WI,38.301049,-88.93443
PENTICTON,BC,49.500327,-119.593249
CAGLARY,AB,51.0447,-114.0719
AUBURNDALE,FL,28.065342,-81.788864
ELBERT,CO,39.313882,-104.086897
SWIFT CURRENT,SK,50.284914,-107.79845
SAINT MARIE,QC,48.402246,-106.532816
MCCARRAN,NV,39.477635,-119.79865
LIVERMORE,CA,37.682058,-121.768053
VARENNES,PQ,50.049134,2.53471
FALMOUTH,MI,50.15522,-5.068826
AMHERSTBURG,ON,42.101309,-83.10868
WEST COLUMBIA,SC,29.143858,-95.645225
LA BROQUERIE,MB,49.395895,-96.511179
DAKOTA,IL,44.666655,-93.044911
ROMEOVILLE,IL,41.647531,-88.089506
ZAPOPAN,JAL,20.72112,-103.391367
CHAMBLY,QC,49.166277,2.244499
HUBALTA,AB,51.035669,-113.954589
LOS ALAMITOS,CA,33.803886,-118.077243
MENDOTA,IL,44.887188,-93.164387
MONTERREY,NLE,25.680202,-100.315258
DEBERT,NS,45.437728,-63.458553
RENO,NV,39.526121,-119.812658
MOORETOWN,ON,34.413779,-77.827205
WELLAND,ON,42.992218,-79.248419
SPENCER,WI,38.028881,-86.997645
ROUND NECK,TX,40.290675,-74.215959
"KINGMAN,",AZ,37.542094,-98.122172
STOUGHTON,WI,42.916739,-89.2179
DRYDEN,ON,42.490905,-76.297155
GIMLI,MB,50.632312,-96.988108
MOOSOMIN,SK,50.144379,-101.669059
LA CRETE,AB,58.19095,-116.395711
WELLSVILLE,PA,38.718342,-95.081635
ESTEVAN,SK,49.142808,-102.991075
HERSHEY,PA,40.285488,-76.6506
CORMAN PARK,SK,52.26062,-106.790216
BARRIE,ON,44.389321,-79.69013
LAC DU BONNET,MB,50.254898,-96.062136
MOOSE JAW,AB,50.401515,-105.542908
SOUTH HOLLAND,IL,41.600868,-87.606989
"LANGLEY,",BC,48.360465,6.325826
SMITHERS,BC,54.779207,-127.176099
TERREBONNE,QC,29.461621,-90.870587
LÃ‰VIS,QC,46.803311,-71.177879
SPARWOOD,BC,49.733269,-114.885847
BLAIR,NE,40.487075,-78.368233
WACO,TX,31.54919,-97.147463
DES PLAINES,IL,42.041582,-87.887392
SAINT CLOUD,MN,48.843741,2.219344
GRAND FORKS,BC,49.0335,-118.4389
WOODRIDGE,IL,41.756334,-88.045559
SAN FRANCISCO,CA,37.779259,-122.419329
WINDSOR,WI,42.285854,-82.97807
DENVER,PA,39.739236,-104.984862
BECKER,MN,46.929824,-95.676185
SHAKOPEE,MN,44.798019,-93.526899
NORTH KANSAS CITY,MO,39.143206,-94.573399
GRAND FORKS,ND,47.925204,-97.030674
OLD FORT,OH,35.629337,-82.181083
HANOVER,MD,52.374478,9.738553
ARTHUR,ON,41.572129,-101.69749
SUREEY,BC,49.1913,-122.849
TRAIL,BC,49.09453,-117.709766
VOORHEES TOWNSHIP,NJ,39.851216,-74.961978
MAUSTON,WI,43.796854,-90.075677
VALMEYER,IL,38.305377,-90.300154
LISTOWEL ONTARIO,ON,43.731593,-80.952882
SAINT JOSEPH,MO,39.768605,-94.846632
KUNA,ID,43.491831,-116.420122
BENITO JUAREZ,NL,21.074263,-86.926562
BAYONNE,NJ,43.494514,-1.473666
COLOMBIA,NLE,4.099917,-72.908813
HARVARD,IL,42.365743,-71.122214
STURGEON CITY,AB,34.74296,-77.43139
WESTCHESTER TOWNSHIP,OH,41.850587,-87.882005
MARS HILL,ME,46.514989,-67.866879
SELMA,TX,29.5867,-98.3029
YORK,ON,53.959055,-1.081536
EAST GWILLIMBURY,ON,44.143508,-79.411906
LAC LA BICHE,AB,55.246786,-111.835492
TUPELO,MS,34.257607,-88.703386
ST HYACINTHE,QC,45.627484,-72.940636
COMMERCE CITY,CO,39.80832,-104.933868
LEMOORE,CA,36.300649,-119.782712
CRESTON,BC,49.0955,-116.5135
STETTLER,AB,52.3235,-112.7192
